Unnamed: 0,country,designation,points,price,title,variety,winery
15816,France,,85,14.0,Château Julian 2010  Bordeaux Blanc,Bordeaux-style White Blend,Château Julian
15817,France,,85,22.0,Château Saint-Michel 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Saint-Michel
15818,US,Red Cedar Vineyard,85,35.0,Clayhouse 2009 Red Cedar Vineyard Tempranillo (Paso Robles),Tempranillo,Clayhouse
15819,Chile,,85,11.0,Cousiño-Macul 2010 Chardonnay (Maipo Valley),Chardonnay,Cousiño-Macul
15820,US,Spinning White Lot #3,85,17.0,Curveball NV Spinning White Lot #3 White (Sonoma County),White Blend,Curveball
15821,Australia,DB Family Selection Sparkling Brut,85,10.0,De Bortoli NV DB Family Selection Sparkling Brut Sparkling (South Eastern Australia),Sparkling Blend,De Bortoli
15822,Spain,Colección Vivanco Parcelas de Mazuelo,85,92.0,Dinastía Vivanco 2008 Colección Vivanco Parcelas de Mazuelo  (Rioja),Mazuelo,Dinastía Vivanco
15823,France,Famille Lapalu,85,12.0,Domaines Lapalu 2010 Famille Lapalu  (Médoc),Bordeaux-style Red Blend,Domaines Lapalu
15824,France,La Patache,85,12.0,Domaines Lapalu 2010 La Patache  (Médoc),Bordeaux-style Red Blend,Domaines Lapalu
15825,US,Spice Cabinet Vineyard,85,33.0,Mercer 2008 Spice Cabinet Vineyard Sangiovese (Horse Heaven Hills),Sangiovese,Mercer
15826,US,,85,28.0,Michael Florentino 2008 Tempranillo (Columbia Valley (WA)),Tempranillo,Michael Florentino
15827,US,Reserve,85,42.0,Middle Ridge 2008 Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Middle Ridge
15828,US,,85,28.0,Oak Summit 2010 Chardonnay (Hudson River Region),Chardonnay,Oak Summit
15829,Chile,,85,12.0,Root:1 2010 Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Root:1
15830,US,Estate,85,20.0,Rosa d'Oro 2009 Estate Primitivo (Clear Lake),Primitivo,Rosa d'Oro
15831,Italy,Montosoli,97,125.0,Altesino 2012 Montosoli  (Brunello di Montalcino),Sangiovese,Altesino
15832,US,Two Birds Estate Grown,97,90.0,Arista 2014 Two Birds Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Arista
15833,France,,97,500.0,Château La Mission Haut-Brion 2014  Pessac-Léognan,Bordeaux-style White Blend,Château La Mission Haut-Brion
15834,France,,97,450.0,Château Lafite Rothschild 2014  Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild
15835,France,,97,285.0,Château Angélus 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Angélus
15836,France,,97,330.0,Château Haut-Brion 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion
15837,France,,97,150.0,Château Léoville Las Cases 2014  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases
15838,France,,96,130.0,Château Ducru Beaucaillou 2014  Saint-Julien,Bordeaux-style Red Blend,Château Ducru Beaucaillou
15839,France,,96,400.0,Château Mouton Rothschild 2014  Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild
15840,France,,96,500.0,Château Pétrus 2014  Pomerol,Bordeaux-style Red Blend,Château Pétrus
15841,France,,96,75.0,Château Smith Haut Lafitte 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Smith Haut Lafitte
15842,France,Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru,96,64.0,Domaine Weinbach 2015 Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Weinbach
15843,US,Bryce Vineyard,96,63.0,Ken Wright 2014 Bryce Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,Ken Wright
15844,Italy,,96,65.0,Le Chiuse 2012  Brunello di Montalcino,Sangiovese,Le Chiuse
15845,US,,96,54.0,Arista 2014 Pinot Noir (Russian River Valley),Pinot Noir,Arista
15846,Spain,El Perer,96,500.0,Marco Abella 2012 El Perer Carignan (Priorat),Carignan,Marco Abella
15847,France,,96,475.0,Château Cheval Blanc 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Cheval Blanc
15848,France,,96,50.0,Château Malartic-Lagravière 2014  Pessac-Léognan,Bordeaux-style White Blend,Château Malartic-Lagravière
15849,France,,96,110.0,Château Pontet-Canet 2014  Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet
15850,US,Block B Paderewski Vineyard,96,90.0,Epoch Estate Wines 2013 Block B Paderewski Vineyard Syrah (Paso Robles),Syrah,Epoch Estate Wines
15851,US,Estate,96,40.0,Stolo 2014 Estate Syrah (San Luis Obispo County),Syrah,Stolo
15852,US,Estate Justina,96,85.0,Alloro 2014 Estate Justina Pinot Noir (Chehalem Mountains),Pinot Noir,Alloro
15853,Italy,,96,199.0,Biondi Santi 2012  Brunello di Montalcino,Sangiovese,Biondi Santi
15854,France,,96,160.0,Château Bélair-Monange 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Bélair-Monange
15855,France,,96,200.0,Château Valandraud 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Valandraud
15856,France,Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles,96,80.0,Domaine Schoffit 2007 Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles Pinot Gris (Alsace),Pinot Gris,Domaine Schoffit
15857,France,Clos Saint Urbain Rangen de Thann Grand Cru,96,120.0,Domaine Zind-Humbrecht 2014 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
15858,US,Abbott Claim Vineyard,96,63.0,Ken Wright 2014 Abbott Claim Vineyard Pinot Noir,Pinot Noir,Ken Wright
15859,France,,96,175.0,Le Dôme 2014  Saint-Émilion,Bordeaux-style Red Blend,Le Dôme
15860,US,Lewis MacGregor Estate Vineyard,96,85.0,Williams Selyem 2014 Lewis MacGregor Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
15861,US,,90,20.0,Folie à Deux 2013 Merlot (Alexander Valley),Merlot,Folie à Deux
15862,Austria,Kremser Kogl,90,12.0,Forstreiter 2015 Kremser Kogl Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter
15863,New Zealand,The Brothers,90,30.0,Giesen 2012 The Brothers Pinot Noir (Marlborough),Pinot Noir,Giesen
15864,Italy,Salvarenza Vecchie Vigne,90,38.0,Gini 2013 Salvarenza Vecchie Vigne  (Soave Classico),Garganega,Gini
15865,US,Inigo Montoya,90,42.0,Gramercy 2012 Inigo Montoya Tempranillo (Walla Walla Valley (WA)),Tempranillo,Gramercy
15866,Italy,Brut Rosé,89,55.0,La Valle 2011 Brut Rosé Pinot Nero (Franciacorta),Pinot Nero,La Valle
15867,Spain,Crianza,89,23.0,Ostatu 2012 Crianza  (Rioja),Tempranillo Blend,Ostatu
15868,Italy,Ella,89,,Ancilla 2015 Ella  (Lugana),Turbiana,Ancilla
15869,US,Sciardonné,89,20.0,Anthony Nappa 2014 Sciardonné Chardonnay (North Fork of Long Island),Chardonnay,Anthony Nappa
15870,Italy,Bussia,89,40.0,Arbéta 2011 Bussia  (Barolo),Nebbiolo,Arbéta
15871,US,Left Blend Artz Vineyard,89,48.0,Auclair 2013 Left Blend Artz Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Auclair
15872,US,Estate,89,45.0,Balo 2014 Estate Pinot Noir (Anderson Valley),Pinot Noir,Balo
15873,US,,89,20.0,Benmarl 2013 Merlot (North Fork of Long Island),Merlot,Benmarl
15874,Italy,Pilin,89,39.0,Castellari Bergaglio 2012 Pilin  (Gavi),Cortese,Castellari Bergaglio
15875,France,Cuvée Madeleine,89,15.0,Château Barbebelle 2015 Cuvée Madeleine Rosé (Coteaux d'Aix-en-Provence),Rosé,Château Barbebelle
15876,France,Whispering Angel,89,22.0,Château d'Esclans 2015 Whispering Angel Rosé (Côtes de Provence),Rosé,Château d'Esclans
15877,France,Le Coeur,89,,Château Romanin 2009 Le Coeur Red (Les Baux de Provence),Provence red blend,Château Romanin
15878,France,Cuvée Lampe de Méduse,89,20.0,Château Sainte Roseline 2015 Cuvée Lampe de Méduse Rosé (Côtes de Provence),Rosé,Château Sainte Roseline
15879,US,,89,35.0,Columbia Winery 2013 Tempranillo (Horse Heaven Hills),Tempranillo,Columbia Winery
15880,Italy,Enritard,89,25.0,Cornarea 2011 Enritard  (Roero),Arneis,Cornarea
15881,US,,89,22.0,Damiani 2013 Cabernet Franc (Finger Lakes),Cabernet Franc,Damiani
15882,Austria,,89,19.0,Gunter Triebaumer 2014 Cabernet Sauvignon (Burgenland),Cabernet Sauvignon,Gunter Triebaumer
15883,US,Chileno,89,32.0,Hearst Ranch 2013 Chileno Tempranillo (Paso Robles),Tempranillo,Hearst Ranch
15884,US,Reserve,89,85.0,Hirsch 2013 Reserve Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch
15885,US,Reserve,89,40.0,Ironstone 2009 Reserve Meritage (Sierra Foothills),Meritage,Ironstone
15886,Austria,Kies,89,15.0,Kurt Angerer 2015 Kies Grüner Veltliner (Niederösterreich),Grüner Veltliner,Kurt Angerer
15887,Italy,,89,,Luigi Oddero & Figli 2011 Nebbiolo (Langhe),Nebbiolo,Luigi Oddero & Figli
15888,Austria,,89,,Martinshof 2015 Riesling (Niederösterreich),Riesling,Martinshof
15889,Italy,Villa Gresti,89,50.0,Tenuta San Leonardo 2008 Villa Gresti Red (Vigneti delle Dolomiti),Red Blend,Tenuta San Leonardo
15890,France,Les Trois Frères,89,18.0,Domaine des Aspras 2015 Les Trois Frères Rosé (Côtes de Provence),Rosé,Domaine des Aspras
15891,US,Montecillo Vineyard,88,35.0,Keating 2014 Montecillo Vineyard Zinfandel (Moon Mountain District Sonoma County),Zinfandel,Keating
15892,US,Estate Heart of the Hill Vineyard,88,35.0,Kiona 2014 Estate Heart of the Hill Vineyard Malbec (Red Mountain),Malbec,Kiona
15893,France,,88,40.0,Labouré-Roi 2015  Auxey-Duresses,Chardonnay,Labouré-Roi
15894,US,Jack McGinley Vineyard,88,29.0,Le Mistral 2016 Jack McGinley Vineyard Viognier (Happy Canyon of Santa Barbara),Viognier,Le Mistral
15895,US,Rose of,88,18.0,Lucas & Lewellen 2016 Rose of Pinot Noir (Santa Barbara County),Pinot Noir,Lucas & Lewellen
15896,France,Brut Tradition Blanc de Blancs Grand Cru,88,50.0,Marcel Moineaux NV Brut Tradition Blanc de Blancs Grand Cru Chardonnay (Champagne),Chardonnay,Marcel Moineaux
15897,US,Mariafeld Clone Johan Vineyard,88,40.0,Minimus 2015 Mariafeld Clone Johan Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Minimus
15898,US,,88,30.0,Mira 2014 Chardonnay (Napa Valley),Chardonnay,Mira
15899,US,Petasera Estate,88,50.0,Mounts 2014 Petasera Estate Petite Sirah (Dry Creek Valley),Petite Sirah,Mounts
15900,US,Estate,88,25.0,Naggiar 2013 Estate Grenache (Sierra Foothills),Grenache,Naggiar
15901,US,,88,18.0,Oberon 2015 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Oberon
15902,Chile,Armador,88,14.0,Odfjell 2016 Armador Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Odfjell
15903,US,,88,20.0,Pacific Heights Wines 2015 Chardonnay (Russian River Valley),Chardonnay,Pacific Heights Wines
15904,US,Scintillation Proprietary,88,85.0,Padis 2012 Scintillation Proprietary Red (Napa Valley),Red Blend,Padis
15905,US,Stepping Stones,88,27.0,Prospect 772 2015 Stepping Stones Grenache Blanc (Santa Barbara County),Grenache Blanc,Prospect 772
15906,US,,88,17.0,Rainstorm 2014 Pinot Noir (Oregon),Pinot Noir,Rainstorm
15907,US,,88,40.0,Reasons 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Reasons
15908,US,Rigg Vineyard,88,40.0,Rock Wall 2014 Rigg Vineyard Cabernet Sauvignon (San Francisco Bay),Cabernet Sauvignon,Rock Wall
15909,US,,88,19.0,Silver Totem 2014 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Silver Totem
15910,Italy,Signorina Vittoria Riserva,88,,Tollena 2011 Signorina Vittoria Riserva  (Vernaccia di San Gimignano),White Blend,Tollena
15911,France,,88,18.0,Vignerons des Terres Secrètes 2015  Saint-Véran,Chardonnay,Vignerons des Terres Secrètes
15912,Germany,,88,12.0,Villa Wolf 2015 Gewürztraminer (Pfalz),Gewürztraminer,Villa Wolf
15913,Chile,Gran Reserva Origen,88,16.0,Viña Chocalan 2015 Gran Reserva Origen Sauvignon Blanc (San Antonio),Sauvignon Blanc,Viña Chocalan
15914,Australia,Promised Land,88,13.0,Wakefield 2015 Promised Land Shiraz (South Australia),Shiraz,Wakefield
15915,Italy,Alègre,88,20.0,Barone Sergio 2016 Alègre Grillo (Terre Siciliane),Grillo,Barone Sergio
15916,US,Red Wine,88,36.0,Basel Cellars 2013 Red Wine Malbec (Columbia Valley (WA)),Malbec,Basel Cellars
15917,Italy,Solstizio Riserva,88,33.0,Battistini 2013 Solstizio Riserva Sangiovese (Romagna),Sangiovese,Battistini
15918,US,,88,15.0,Beckon 2015 Chardonnay (Central Coast),Chardonnay,Beckon
15919,US,Private Reserve,88,48.0,Beringer 2015 Private Reserve Chardonnay (Napa Valley),Chardonnay,Beringer
15920,US,Discovery Vineyard Block 1,88,55.0,Block Wines 2014 Discovery Vineyard Block 1 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Block Wines
15921,US,Brown Ranch,91,72.0,Saintsbury 2012 Brown Ranch Pinot Noir (Carneros),Pinot Noir,Saintsbury
15922,US,Dundee Hills,91,38.0,Sokol Blosser 2011 Dundee Hills Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
15923,US,Reserve,91,45.0,Stoller 2011 Reserve Pinot Noir (Dundee Hills),Pinot Noir,Stoller
15924,Germany,Wachenheimer Belz Dry,91,26.0,Villa Wolf 2012 Wachenheimer Belz Dry Riesling (Pfalz),Riesling,Villa Wolf
15925,Italy,Perlé,91,38.0,Ferrari 2007 Perlé Chardonnay (Trento),Chardonnay,Ferrari
15926,Portugal,Quinta do Porto 10-Year-Old Tawny,91,32.0,Ferreira NV Quinta do Porto 10-Year-Old Tawny  (Port),Port,Ferreira
15927,Germany,Franz Anton Schwarzer Adler,91,42.0,Franz Keller 2012 Franz Anton Schwarzer Adler Pinot Noir (Baden),Pinot Noir,Franz Keller
15928,Spain,Selección,91,45.0,Godelia 2011 Selección Mencía (Bierzo),Mencía,Godelia
15929,Spain,Cosecha Limitada,91,45.0,Hesvera 2009 Cosecha Limitada  (Ribera del Duero),Tinto Fino,Hesvera
15930,France,Les Rugiens Premier Cru,91,141.0,Jean-Luc and Paul Aegerter 2012 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
15931,France,,91,,Jean-Luc and Paul Aegerter 2012  Vosne-Romanée,Pinot Noir,Jean-Luc and Paul Aegerter
15932,France,Côte de Lechet Premier Cru,91,33.0,La Chablisienne 2012 Côte de Lechet Premier Cru  (Chablis),Chardonnay,La Chablisienne
15933,Italy,La Marega,91,92.0,Le Salette 2011 La Marega  (Amarone della Valpolicella Classico),Red Blend,Le Salette
15934,US,Five Sisters,91,100.0,Lynmar 2012 Five Sisters Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
15935,US,,91,40.0,Lynmar 2012 Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
15936,US,Reserve,91,40.0,Martin Ray 2012 Reserve Pinot Noir (Green Valley),Pinot Noir,Martin Ray
15937,US,Winemaker Cuvée,91,45.0,Willful 2012 Winemaker Cuvée Pinot Noir (Dundee Hills),Pinot Noir,Willful
15938,US,Morelli Lane Vineyard,90,45.0,Lost Canyon 2011 Morelli Lane Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lost Canyon
15939,Italy,Brut Riserva,90,52.0,Maso Martis 2007 Brut Riserva Sparkling (Trento),Sparkling Blend,Maso Martis
15940,Italy,Dosaggiozero Riserva,90,52.0,Maso Martis 2009 Dosaggiozero Riserva Sparkling (Trento),Sparkling Blend,Maso Martis
15941,Germany,Herrenberg Kabinett,90,34.0,Maximin Grünhäuser 2012 Herrenberg Kabinett Riesling (Mosel),Riesling,Maximin Grünhäuser
15942,France,Clos du Chapitre Premier Cru,90,,Nuiton-Beaunoy 2011 Clos du Chapitre Premier Cru  (Gevrey-Chambertin),Pinot Noir,Nuiton-Beaunoy
15943,Spain,,90,17.0,Pazo Pondal 2013 Albariño (Rías Baixas),Albariño,Pazo Pondal
15944,Germany,Erdener Treppchen Feinherb,90,20.0,Peter Nicolay 2012 Erdener Treppchen Feinherb Riesling (Mosel),Riesling,Peter Nicolay
15945,Portugal,Casa do Capitão-mor,90,18.0,Quinta de Paços 2013 Casa do Capitão-mor Alvarinho (Vinho Verde),Alvarinho,Quinta de Paços
15946,Italy,Duemilaotto Metodo Classico,90,40.0,Rivetti Massimo 2008 Duemilaotto Metodo Classico Red (Vino Spumante),Red Blend,Rivetti Massimo
15947,Germany,,90,16.0,Schloss Saarstein 2012 Riesling (Mosel),Riesling,Schloss Saarstein
15948,Argentina,Broquel,90,15.0,Trapiche 2012 Broquel Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trapiche
15949,Spain,ADM Crianza,90,25.0,Altos del Marqués 2010 ADM Crianza  (Rioja),Tempranillo,Altos del Marqués
15950,Spain,Viñas de Gain,90,25.0,Artadi 2011 Viñas de Gain  (Rioja),Tempranillo,Artadi
15951,France,Le Grand Caillou,86,14.0,Patient Cottat 2013 Le Grand Caillou Chenin Blanc (Vin de France),Chenin Blanc,Patient Cottat
15952,Chile,,85,13.0,Kon Tiki 2014 Merlot (Central Valley),Merlot,Kon Tiki
15953,South Africa,,85,11.0,La Capra Presented by Fairview 2014 Chenin Blanc (Coastal Region),Chenin Blanc,La Capra Presented by Fairview
15954,France,Brut,85,24.0,Les Rocailles NV Brut Sparkling (Vin de Savoie),Sparkling Blend,Les Rocailles
15955,US,Semi Dry,85,14.0,Lucas Vineyards 2013 Semi Dry Riesling (Finger Lakes),Riesling,Lucas Vineyards
15956,France,Passeport,85,10.0,Barton & Guestier 2014 Passeport  (Vouvray),Chenin Blanc,Barton & Guestier
15957,US,Wine O' Clock,85,18.0,Bunnell 2012 Wine O' Clock Pinot Gris (Columbia Valley (WA)),Pinot Gris,Bunnell
15958,US,,85,7.0,Camelot NV Cabernet Sauvignon (California),Cabernet Sauvignon,Camelot
15959,France,Lieu-dit Cocagne,85,14.0,Cave Cooperative du Vendômois 2014 Lieu-dit Cocagne Rosé (Coteaux du Vendômois),Rosé,Cave Cooperative du Vendômois
15960,France,Château de Monrecueil,85,,Château de Belcier 2013 Château de Monrecueil  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Belcier
15961,France,Gaudou Exception,85,13.0,Château de Gaudou 2014 Gaudou Exception Malbec (Vin de France),Malbec,Château de Gaudou
15962,France,Cuvée Prestige,85,20.0,Château de Piote 2013 Cuvée Prestige  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château de Piote
15963,France,Cuvée Carpe Diem,85,25.0,Château de Seguin 2013 Cuvée Carpe Diem  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château de Seguin
15964,France,,85,18.0,Château Donjon de Bruignac 2013  Bordeaux,Bordeaux-style Red Blend,Château Donjon de Bruignac
15965,France,Grand Réserve,85,15.0,Château la Croix Saint-Pierre 2012 Grand Réserve  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château la Croix Saint-Pierre
15966,France,,85,,Château Labesse 2012  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Labesse
15967,France,Bois Meyney du Château Nardou,85,14.0,Château Nardou 2013 Bois Meyney du Château Nardou  (Côtes de Bordeaux),Bordeaux-style Red Blend,Château Nardou
15968,France,,85,12.0,Château Nicot 2014  Entre-Deux-Mers,Bordeaux-style White Blend,Château Nicot
15969,France,,85,20.0,Chavet Fils 2014  Menetou-Salon,Pinot Noir,Chavet Fils
15970,US,Proprietor's Blend,85,32.0,Cosa Obra 2012 Proprietor's Blend Red (Sonoma County),Rhône-style Red Blend,Cosa Obra
15971,France,Rosé Brut,85,33.0,Domaine de Savagny NV Rosé Brut Pinot Noir (Crémant de Jura),Pinot Noir,Domaine de Savagny
15972,US,Estate Bottled Organic Grapes,85,15.0,McFadden 2014 Estate Bottled Organic Grapes Pinot Gris (Potter Valley),Pinot Gris,McFadden
15973,US,,85,19.0,Oak Farm 2014 Albariño (Lodi),Albariño,Oak Farm
15974,France,Le Grand Caillou,85,14.0,Patient Cottat 2013 Le Grand Caillou Pinot Noir (Vin de France),Pinot Noir,Patient Cottat
15975,France,Domaine Paul Buisse,85,13.0,Paul Buisse 2014 Domaine Paul Buisse Sauvignon Blanc (Touraine),Sauvignon Blanc,Paul Buisse
15976,US,,85,12.0,Purple Star 2013 Sauvignon Blanc (Ancient Lakes),Sauvignon Blanc,Purple Star
15977,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Malbec (Maipo Valley),Malbec,Santa Alicia
15978,US,Three Stags,85,15.0,Scott Harvey 2012 Three Stags Red (California),Red Blend,Scott Harvey
15979,US,A Day's Work Estate Grown Thomas Cyle Mathison,85,26.0,Stemilt Creek 2011 A Day's Work Estate Grown Thomas Cyle Mathison Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Stemilt Creek
15980,US,Sweet Adelaide,85,13.0,Stemilt Creek NV Sweet Adelaide White (Columbia Valley (WA)),White Blend,Stemilt Creek
15981,Portugal,Meia Pipa Private Selection Verdelho-Viosinho,86,,Bacalhôa Wines of Portugal 2016 Meia Pipa Private Selection Verdelho-Viosinho White (Península de Setúbal),Portuguese White,Bacalhôa Wines of Portugal
15982,Australia,,86,8.0,Banrock Station 2015 Shiraz (South Eastern Australia),Shiraz,Banrock Station
15983,US,Ben's Select,86,20.0,Ben Ish NV Ben's Select Red (California),Red Blend,Ben Ish
15984,US,Founders' Estate,86,10.0,Beringer 2016 Founders' Estate Pinot Grigio (California),Pinot Grigio,Beringer
15985,Portugal,Lello,86,7.0,Borges 2015 Lello Red (Douro),Portuguese Red,Borges
15986,Uruguay,,86,25.0,Bouza 2016 Albariño (Montevideo),Albariño,Bouza
15987,US,,86,75.0,Ca' Del Grevino 2014 Chardonnay (Santa Maria Valley),Chardonnay,Ca' Del Grevino
15988,US,The Full Nelson,86,30.0,Casanel NV The Full Nelson Norton (Middleburg),Norton,Casanel
15990,France,,86,17.0,Château Barbé 2016  Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château Barbé
15991,France,Tradition,86,17.0,Château Cailleteau Bergeron 2015 Tradition  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Cailleteau Bergeron
15992,France,Les Hauts de Lagarde,86,13.0,Château de Lagarde 2016 Les Hauts de Lagarde  (Bordeaux),Bordeaux-style Red Blend,Château de Lagarde
15993,France,Vieilles Vignes,86,17.0,Château Fleur de Plaisance 2015 Vieilles Vignes  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Fleur de Plaisance
